ESM1b_AVE_91,ESM1b_AVE_497,ESM1b_AVE_315
0.68899075,0.765574288,0.209680448
0.684967708,0.694485654,0.133279127
0.67922963,0.717477858,0.238828002
0.646577015,0.638811019,0.15168251
0.720138289,0.719186389,0.204154201
0.661794468,0.616199828,0.244376279
0.524420614,0.699513012,0.281944104
0.684086408,0.660820904,0.234918886
0.680016931,0.730302233,0.221534948
0.696071208,0.636547098,0.253351159
0.712787765,0.76057363,0.230474336
0.703924883,0.743373444,0.23077852
0.475589615,0.190032075,0.421947553
0.372868408,0.55090742,0.562012763
0.395782283,0.763584894,0.330156296
0.271866419,0.320079387,0.569419477
0.398337476,0.195404466,0.44425528
0.208368956,0.457870354,0.299059666
0.320860563,0.35255849,0.48151668
0.311433146,0.231448975,0.367901321
0.425862733,0.463677561,0.340916323
0.302094983,0.263892054,0.447403799
0.578198226,0.56616536,0.626680326
0.257133188,0.391984614,0.387731266
0.274415457,0.360495275,0.288016989
0.486971591,0.201655612,0.561384469
0.3005842,0.369110723,0.417535655
0.286736765,0.281862078,0.348563715
0.320296957,0.450689529,0.464904992
0.258411415,0.480019588,0.473818391
0.425086596,0.282167182,0.560415094
0.240593975,0.235955739,0.548862257
0.369055012,0.474400947,0.409972792
0.15466053,0.680362226,0.432060762
0.249188816,0.347673704,0.562865213
0.280948187,0.419535655,0.421946527
0.468817379,0.414725853,0.566246362
0.423878826,0.338551685,0.447526557
0.366198481,0.541156198,0.548221324
0.305243693,0.251923569,0.522878957
0.433846472,0.485845515,0.321971501
0.407646939,0.713414532,0.315894784
0.261224364,0.321423713,0.39757894
0.342975887,0.470340817,0.492300122
0.348787442,0.149489732,0.52706579
0.203368914,0.203147963,0.366124418
0.463037942,0.452055023,0.337042185
0.440172891,0.453191021,0.256014615
0.477495898,0.389684091,0.496918561
0.565480058,0.579031153,0.60217981
0.415540148,0.229077612,0.49493485
0.252560228,0.573989891,0.367284802
0.25175554,0.263281192,0.277361025
0.399933614,0.262417336,0.605936064
0.296161792,0.31684242,0.79773891
0.48400303,0.486460149,0.366966243
0.338615144,0.588226827,0.396354661
0.419927668,0.287493726,0.418029543
0.367073742,0.272650866,0.482477209
0.277932278,0.500382864,0.549699458
0.509373952,0.183196372,0.576472409
0.384304169,0.393912546,0.380822833
0.41913869,0.139023972,0.405871646
0.276068498,0.431394894,0.417287864
0.482825967,0.337624503,0.611368195
0.549953321,0.33248656,0.358698732
0.193284393,0.705298718,0.534523599
0.202879764,0.529058034,0.476001174
0.451948991,0.619673256,0.430550088
0.232887899,0.386536257,0.472371027
0.372182188,0.424342351,0.457829222
0.340440834,0.376296638,0.44527121
0.497271233,0.424444661,0.723959431
0.589794858,0.679035614,0.569259998
0.467557566,0.253624926,0.385135929
0.485859162,0.405810083,0.439417398
0.690724665,0.317981783,0.441819585
0.538234174,0.583520395,0.732603478
0.375604248,0.49707689,0.383301325
0.593835651,0.395835744,0.563275718
0.564439513,0.299464464,0.470763671
0.483524978,0.335250119,0.478758516
0.332881428,0.389502237,0.455278252
0.413784832,0.262720221,0.457663318
0.291797548,0.433643865,0.227402017
0.33867918,0.543790859,0.435515791
0.49141618,0.80430187,0.52353316
0.218240348,0.237764599,0.512085621
0.350479667,0.268377399,0.643408075
0.483253154,0.60177011,0.49377705
0.486883383,0.615531877,0.333433251
0.19509132,0.075600111,0.427434631
0.305891425,0.66553478,0.538078922
0.306569964,0.439377753,0.406091385
0.254348425,0.369598244,0.602254986
0.514358738,0.349337033,0.486593972
0.417363682,0.373152588,0.42702712
0.294099116,0.385343047,0.368436517
0.379700102,0.271049737,0.393356233
0.516252247,0.439203258,0.42850338
0.416954013,0.277565404,0.544527012
0.231180793,0.419128088,0.386858954
0.274328228,0.486483054,0.520804211
0.328066207,0.249847143,0.632455469
0.262217446,0.300297414,0.421051422
0.345806339,0.430187529,0.50872136
0.377114334,0.690468182,0.410424809
0.316915659,0.371272135,0.493333089
0.330689037,0.319762826,0.420311316
0.281722018,0.604054931,0.380956326
0.489185682,0.288719991,0.380134855
0.316813681,0.319805886,0.507756425
0.225542486,0.23788597,0.446765173
0.336561161,0.397167927,0.550253652
0.44719492,0.605528229,0.294542165
0.449615421,0.74802119,0.334339457
0.40512904,0.407966235,0.691740601
0.32232005,0.424754129,0.38316898
0.339593112,0.173873079,0.664107145
0.257511634,0.494067678,0.323200586
0.115619832,0.524635578,0.598106063
0.508954795,0.170216684,0.205553115
0.1945704,0.576132145,0.500840229
0.182720998,0.44156353,0.454443942
0.47777177,0.397997163,0.420845964
0.348965201,0.281621367,0.374777684
0.030960288,0.338626004,0.385152196
0.318618485,0.526336454,0.271751258
0.041211627,0.45021939,0.615323102
0.360903533,0.328276488,0.346269149
0.418846793,0.59000162,0.447564751
0.342300268,0.561499429,0.470927833
0.253532854,0.291886929,0.347972691
0.453521737,0.175715263,0.373374665
0.282921244,0.375500099,0.382979966
0.279562027,0.435456356,0.433715608
0.394404782,0.443847204,0.541711003
0.324314807,0.636546868,0.367977641
0.329309164,0.378416699,0.372636116
0.418133282,0.624569283,0.388021178
0.485409347,0.73209611,0.164720513
0.441149831,0.537730751,0.422808108
0.236712063,0.38699375,0.481745736
0.294711296,0.326408706,0.357090324
0.231946702,0.331858255,0.406197928
0.358636886,0.384172584,0.557393846
0.303876909,0.323725735,0.553975153
0.345247279,0.577140331,0.630061071
0.453477575,0.539490882,0.408866593
0.24328912,0.229660655,0.329676501
0.186160735,0.454853736,0.311188212
0.371497146,0.355299917,0.493022857
0.361949039,0.480027228,0.493508686
0.333313642,0.503457844,0.619160165
0.549170117,0.370430781,0.45371068
0.159147837,0.479617888,0.352497256
0.347169854,0.225517952,0.282060225
0.297815065,0.516869194,0.490149499
0.371139486,0.535907297,0.602367979
0.51206709,0.467326018,0.522622802
0.431689185,0.13122773,0.402517815
0.302408596,0.267613874,0.478098808
0.299485624,0.343963988,0.418189845
0.445723455,0.38347758,0.533701584
0.344069304,0.510751234,0.502453548
0.302178811,0.613978574,0.413796027
0.16534595,0.23928291,0.450656398
0.286693747,0.19047682,0.460673331
0.406890528,0.50289762,0.519802147
0.494480365,0.360589182,0.378545415
0.51898092,0.286174133,0.477683102
0.306374619,0.290646575,0.401790802
0.264879378,0.551289973,0.316053136
0.473042799,0.392381389,0.364329316
0.253091549,0.321344824,0.493297744
0.233447822,0.535887317,0.393786356
0.254569467,0.291690269,0.278601878
0.306942222,0.515717176,0.2835403
0.464777432,0.496357462,0.397978763
0.41318375,0.502056366,0.545105156
0.466835976,0.696035403,0.430736765
0.421987888,0.668460681,0.536393908
0.375170325,0.450530902,0.407297533
0.51729334,0.566619078,0.461923422
0.190770076,0.607551334,0.465029084
0.462514434,0.428390931,0.391055765
1,0.515391636,0.084642491
0.510851556,0.381623079,0.491383962
0.385314852,0.704629897,0.496102668
0.401160777,0.398179487,0.554944243
0.010740323,0.33659281,0.473354569
0.461211123,0.586525901,0.415567987
0.316231578,0.478202681,0.365801454
0.196238902,0.526257616,0.481119031
0.264930226,0.454980246,0.370800722
0.242269628,0.281922239,0.52733161
0.304552645,0.460733123,0.365182549
0.341046809,0.533968128,0.378584473
0.253492906,0.548776511,0.445377969
0.15633871,0.528758766,0.592067125
0.354010158,0.523790687,0.544241071
0.554123216,0.449084946,0.58284412
0.167264112,0.47624025,0.312681782
0.391105504,0.366780089,0.414951871
0.359447231,0.160533322,0.500827842
0.573434682,0.514525594,0.636084151
0.26945836,0.404289919,0.392327946
0.339883599,0.609820147,0.437038181
0.274663209,0.48772881,0.43997163
0.217298204,0.513878252,0.398978521
0.410052891,0.455438414,0.364188855
0.5612231,0.402838204,0.424399343
0.556917435,0.495991028,0.674792149
0.469265718,0.530794248,0.516270095
0.339810355,0.493823388,0.49901416
0.442573567,0.517530365,0.397862188
0.383914939,0.396201934,0.339866029
0.490391942,0.477402731,0.416532221
0.455083932,0.066594102,0.289482645
0.393889006,0.551672003,0.20590035
0.249235301,0.445794816,0.26472607
0.19584026,0.493756295,0.561524856
0.412128075,0.12452193,0.467473753
0.477235588,0.682484612,0.582856264
0.347723704,0.354786961,0.311965982
0.445639461,0.208487186,0.421191848
0.29005197,0.397081898,0.395638375
0.307520194,0.357151322,0.693251104
0.502445125,0.786200858,0.099639575
0.442368119,0.336593147,0.463609419
0.43034153,0.243317352,0.394156204
0.461979928,0.634827895,0.473426272
0.318064303,0.524228779,0.578156623
0.482939143,0.415972724,0.55365252
0.19427336,0.227946276,0.483187646
0.342452247,0.361079079,0.38678024
0.287400273,0.662191792,0.516725611
0.287224554,0.353759156,0.383577209
0.472078882,0.206976823,0.570711624
0.352572719,0.336878377,0.401536307
0.091799731,0.524074502,0.364670729
0.068941336,0.288896877,0.282907148
0.222947211,0.608702238,0.399466406
0.194993025,0.426065876,0.41273648
0.333689086,0.558373355,0.522681303
0.387362,0.378432967,0.299728446
0.279791613,0.295448196,0.533209862
0.360292199,0.360868876,0.457284535
0.522958589,0.661121466,0.529598387
0.369239208,0.493169085,0.489296128
0.448549676,0.085359891,0.30917975
0.359882962,0.288894434,0.427003533
0.244540804,0.316534978,0.359502442
0.393501385,0.729864921,0.441343887
0.420006419,0.61742648,0.420814742
0.439604691,0.463140304,0.495005649
0.372391402,0.733231781,0.362762796
0.243816062,0.362804458,0.497262896
0.413711239,0.654938403,0.326199972
0.35852532,0.600900751,0.515978659
0.467591044,0.396748133,0.583018964
0.277289722,0.188313068,0.33001722
0.232452623,0.562018324,0.391107376
0.394912049,0.293592337,0.425543402
0.466533644,0.775517474,0.412628004
0.379023206,0.439100662,0.390705348
0.261117493,0.360319569,0.405378373
0.480732086,0.700213091,0.554035335
0.223168088,0.314459104,0.430400082
0.323069311,0.597876085,0.380163154
0.384107563,0.434058589,0.33167583
0.554553339,0.383156787,0.496460256
0.445056578,0.606800659,0.50393656
0.546458946,0.387400905,0.490060625
0.564790885,0.685776525,0.51970489
0.492128877,0.276299038,0.46745237
0.355968335,0.480860063,0.399310243
0.139813692,0.583681837,0.381835158
0.440061574,0.846284266,0.373592506
0.511741698,0.292560549,0.38009477
0.412299829,0.291544477,0.578477759
0.446865314,0.560015881,0.490602922
0.542248108,0.621227987,0.354513217
0.329258665,0.669727167,0.179414884
0.244982839,0.407988808,0.393307417
0.471248032,0.673563132,0.510171859
0.8133699,0.552095496,0.713783015
0.37606926,0.386220522,0.399358751
0.133756313,0.564340115,0.423241036
0.407006606,0.085499412,0.400968031
0.466990378,0.531949911,0.322296039
0.380025528,0.452422718,0.513817944
0.37287876,0.487706941,0.408271397
0.395332334,0.751278258,0.453228305
0.268449734,0.477681484,0.351160978
0.171318476,0.640261737,0.420117643
0.241467693,0.839533393,0.327448556
0.295832037,0.726645099,0.326305147
0.315647485,0.337679158,0.330708099
0.4757295,0.46436698,0.530843829
0.36112854,0.267157843,0.537366327
0.380169677,0.468509468,0.567980005
0.19460274,0.631223196,0.542339475
0.406383278,0.330276865,0.257074179
0.423140315,0.509328891,0.641560536
0.244958999,0,0.389089533
0.080546714,0.514267084,0.373418657
0.391755376,0.775983052,0.556800742
0.365031489,0.500740567,0.408532338
0.350787906,0.499698332,0.472453465
0.31400269,0.701111268,0.446905993
0.283775453,0.408586376,0.407883785
0.674422388,0.256713279,0.603409786
0.261300395,0.616475678,0.496588173
0.336928708,0.806255653,0.381373928
0.235863777,0.318011287,0.502625168
0.250265593,0.58124299,0.562877186
0.438340747,0.516964904,0.424227592
0.080593499,0.69381735,0.6436381
0.361555612,0.249333361,0.526083444
0.309552643,0.301759702,0.317691495
0.355073564,0.520705506,0.731665731
0.389892673,0.513797296,0.489248351
0.275128703,0.299451097,0.381165649
0.310653923,0.6174565,0.603341094
0.371198911,0.463546442,0.389180546
0.196255492,0.366111846,0.303702746
0.366199526,0.548908543,0.480513723
0.022115224,0.336473142,0.361797494
0.235741975,0.527909581,0.370948172
0.392829382,0.520668909,0.393025665
0.294748474,0.701974126,0.515514643
0.360158618,0.436308508,0.515892734
0.536536241,0.718714308,0.365729109
0.359520624,0.362528557,0.487658213
0.297276858,0.496335098,0.569751254
0.231240184,0.571213578,0.469364187
0.239762976,0.288914924,0.436474439
0.170282957,0.678371387,0.462572914
0.410879262,0.598324965,0.698195574
0.599823754,0.597236879,0.380709313
0.134740831,0.432270545,0.229033824
0.209065651,0.528490882,0.391182946
0.252697425,0.482822843,0.27690658
0.220778486,0.865861801,0.382267734
0.196628779,0.332435105,0.443988495
0.602377852,0.386868801,0.497042716
0.019277154,0.51914575,0.354184543
0.393601206,0.510821567,0.27719915
0.63313286,0.567100418,0.391403736
0.174723382,0.453619802,0.404889223
0.309678925,0.504863457,0.522427585
0.315025832,0.625061062,0.349673583
0.354659798,0.533906521,0.232919045
0.330755894,0.654913192,0.578422481
0.529835988,0.569886945,0.511784219
0.229326518,0.537877845,0.342930344
0.212977757,0.602256121,0.653637923
0.299058685,0.631158597,0.3791473
0.272198464,0.517466361,0.434020365
0.363459373,0.603923961,0.51519927
0.445867388,0.737664604,0.475199022
0.608426823,0.439255089,0.693803028
0.479899677,0.674251065,0.428287633
0.406120512,0.486683681,0.556304207
0.409790092,0.678323572,0.671448606
0.122302307,0.37034091,0.474687423
0.18364831,0.575381791,0.459421201
0.455520011,0.52699356,0.544181124
0.078128554,0.66127991,0.582495947
0.330818073,0.350144548,0.271455951
0.662367812,0.621806953,0.497040937
0.026026238,0.491369313,0.359566864
0.439029058,0.573495573,0.408514242
0.042392581,0.539302123,0.48740778
0.576864506,0.414025204,0.430580078
0.155584615,0.630108221,0.342800658
0.35278754,0.409411337,0.797430176
0.461157489,0.528923821,0.8247568
0.241584602,0.706015236,0.515561417
0.345550209,0.61171198,0.433159399
0.343170419,0.554351407,0.507345113
0.420013586,0.521136987,0.685279686
0.204115239,0.641625482,0.503372766
0.442591169,0.648033912,0.454996731
0.22272602,0.769997271,0.397733204
0.337895777,0.277408972,0.431548462
0.219192553,0.305925967,0.468715441
0.470880436,0.261216601,0.339159517
0.28235462,0.537160915,0.292891287
0.430682284,0.253927191,0.835316039
0.311508315,0.432368615,0.441183877
0.580321587,0.586971084,0.550859271
0.561808189,0.226333879,0.45038425
0.191053055,0.494050475,0.300292445
0.419165002,0.138356958,0.810850547
0.465754488,0.413816311,0.477138785
0.512389596,0.495982426,0.615326897
0.374926605,0.186900765,0.456796383
0.266608001,0.30176831,0.421975929
0.266505311,0.156486889,0.503770818
0.470345332,0.364501608,0.53633289
0.406194934,0.482537774,0.563157698
0.465686669,0.071129045,0.326055235
0.267642541,0.405644258,0.421312332
0.320180414,0.49604952,0.35149725
0.416864561,0.369966528,0.611588444
0.347081165,0.489878443,0.501029251
0.51838095,0.351236608,0.877507052
0.313803131,0.527074921,0.589726206
0.528991236,0.41517507,0.429830541
0.174586805,0.417344299,0.518409033
0.40639514,0.372088843,0.350444083
0.505811941,0.791224845,0.578386808
0.338674751,0.319093748,0.367233814
0.283023736,0.417644036,0.423319956
0.351519963,0.430401217,0.51520344
0.397285584,0.272584357,0.483302874
0.307375166,0.371810088,0.435668156
0.414193272,0.744856643,0.372392098
0.492004387,0.317823855,0.390662758
0.270805153,0.449932186,0.503694191
0.220224345,0.437443789,0.416050638
0.329371907,0.373582915,0.443320621
0.581992312,0.52207888,0.40396398
0.278337982,0.150139318,0.486540409
0.420120458,0.365764542,0.463799638
0.282661913,0.357011596,0.415952664
0.295650395,0.739761262,0.278871528
0.199560511,0.306987481,0.455142785
0.414083182,0.365642431,0.340782053
0.704118685,0.107881993,0.248237007
0.564588224,0.247872681,0.462128915
0.244018109,0.318134189,0.416061901
0.49670207,0.738359711,0.690441123
0.404265723,0.474251659,0.477316835
0.484361585,0.398011655,0.349944259
0.525516769,0.415580921,0.602096702
0.628729547,0.235997147,0.409700378
0.403790973,0.396837804,0.442441927
0.163583724,0.447055908,0.500172757
0.50108302,0.314665277,0.472275417
0.375751615,0.328680805,0.305977062
0.218059708,0.44320897,0.481034457
0.425845944,0.408938606,0.523655849
0.149580038,0.555336599,0.590776959
0.526909482,0.515553376,0.873085422
0.392921539,0.408247703,0.272066525
0.383673557,0.487140215,0.488673533
0.304383031,0.330721765,0.339637156
0.451984891,0.238757206,0.640898113
0.484977514,0.462275579,0.380606866
0.463545639,0.552062823,0.514020321
0.412334469,0.49412789,0.527313787
0.192185435,0.447786564,0.462744641
0.373764954,0.393889768,0.372964348
0.283140844,0.499117588,0.443439607
0.676078829,0.282975815,0.570655404
0.501717878,0.185357784,0.500345014
0.357469927,0.60823082,0.484213148
0.750373289,0.402466352,0.520201
0.088243143,0.333820295,0.418925709
0.254827638,0.231080958,0.52499821
0.491401398,0.41792053,0.373143123
0.277163292,0.432299459,0.336925619
0.048247976,0.375051621,0.480938044
0.648270434,0.370027669,0.495801361
0.342159238,0.316825681,0.262341757
0.441110928,0.527019871,0.432071691
0.179477005,0.514782041,0.332826132
0.500301209,0.55662899,0.420093424
0.346721233,0.74856618,0.443602244
0.374301103,0.493899084,0.740748796
0.271586947,0.627066988,0.315671743
0.330093845,0.54338981,0.468700422
0.507672569,0.430863781,0.586599341
0.546267549,0.648740201,0.360404355
0.46462678,0.388278334,0.241248576
0.386255742,0.284385176,0.748939491
0.236149694,0.658477868,0.240491007
0.339973466,0.641452614,0.408496874
0.34587079,0.628207528,0.484866551
0.538560428,0.266275597,0.394302087
0.427381728,0.515193337,0.4517563
0.379511427,0.442447819,0.330688498
0.347981443,0.464393714,0.415565531
0.234889425,0.35381142,0.422961985
0.336743516,0.433511837,0.409598053
0.36660455,0.377817891,0.38084306
0.58264741,0.387224645,0.596181014
0.19668034,0.567674139,0.316152718
0.325868657,0.369328382,0.374926646
0.450502859,0.3886132,0.445293309
0.632538863,0.531314414,0.533243663
0.535868635,0.657565333,0.561440379
0.527849725,0.522035205,0.527630379
0.56212955,0.572316559,0.545530788
0.296609683,0.330070898,0.37872891
0.431709209,0.444609463,0.439696874
0.505448989,0.29547587,0.298448835
0.326789656,0.405647338,0.50645244
0.424401803,0.167196009,0.423938107
0.119054583,0.408912405,0.428876837
0.365769336,0.409252007,0.448188427
0.363417849,0.529614722,0.494657975
0.294953624,0.465368526,0.461455854
0.532673822,0.595704951,0.284778826
0.474084721,0.542120989,0.383754889
0.362133335,0.444111395,0.409770704
0.334855631,0.490472816,0.580588541
0.414709912,0.84286767,0.434284995
0.37466009,0.497753171,0.480441402
0.21858085,0.329761665,0.38226108
0.393135613,0.464772896,0.34950738
0.192280587,0.526858694,0.550275195
0.313757061,0.300596454,0.465893302
0.483884463,0.554435074,0.594742115
0.409459325,0.325081035,0.407068728
0.318723598,0.608983937,0.237180852
0.315500781,0.343089002,0.512482056
0.350277471,0.338014067,0.544725328
0.571522045,0.530373686,0.302046634
0.288386039,0.216868038,0.355765146
0.37454061,0.439663008,0.323002928
0.186410079,0.401237631,0.459068207
0.279292227,0.569709831,0.287531875
0.390429635,0.348218635,0.406579296
0.362694401,0.452840572,0.345746046
0.268709928,0.508073153,0.432447389
0.434541585,0.672190896,0.564086465
0.2112778,0.402025848,0.277451011
0.488961554,0.267815997,0.305467198
0.397729643,0.478396771,0.454047508
0.651173184,0.419599092,0.30887259
0.38047186,0.329501583,0.456365583
0.294697212,0.686578655,0.579170555
0.47323622,0.49308493,0.371462302
0.395180886,0.575201409,0.252589467
0.4405487,0.303294707,0.454991976
0.411840275,0.866172978,0.371355228
0.325103817,0.440836076,0.514190667
0.543770852,0.359760686,0.405419424
0.356853599,0.301485041,0.496140444
0.294091585,0.386929305,0.46669093
0.482121581,0.372814875,0.328941732
0.238530752,0.337706735,0.396501724
0.353017275,0.375659782,0.565545466
0.335612308,0.411565487,0.387770976
0.461002374,0.676807022,0.421475336
0.683933832,0.506879728,0.452087956
0.510160591,0.711387823,0.39678203
0.313863004,0.435196414,0.413132258
0.294982988,0.36890466,0.364791185
0.35355948,0.439015264,0.446187542
0.412299779,0.352796638,0.667268989
0.301859474,0.521628542,0.424492186
0.320095508,0.995649358,0.195924524
0.191804009,0.5075778,0.123111407
0.295879583,0.494310247,0.453937339
0.50284907,0.404987825,0.469710482
0.613827399,0.372632845,0.543101439
0.537228616,0.407834489,0.630744013
0.20472649,0.62054506,0.420707949
0.480426088,0.414808471,0.442332083
0.264942486,0.446456531,0.542793724
0.277619561,0.245422973,0.466091701
0.399462911,0.298363983,0.609471032
0.363159048,0.525315682,0.664060515
0.508327186,0.39587985,0.611489093
0.193821719,0.270041011,0.370454267
0.257674646,0.663001223,0.470449315
0.296191156,0.145524362,0.467976391
0.339051787,0.620422599,0.505392448
0.428914924,0.315153237,0.341699634
0.395259721,0.321708878,0.497028605
0.391152154,0.443904963,0.687910713
0.338436272,0.422572353,0.408841441
0.504038724,0.626359925,0.534846747
0.496774003,0.172547671,0.401949445
0.446222294,0.139125094,0.431937679
0.453815609,0.525242161,0.631415419
0.339120801,0.429037918,0.634088661
0.383520682,0.394456795,0.473744916
0.347931956,0.292232255,0.388127841
0.513354126,0.650762816,0.181873328
0.364631841,0.593403701,0.458716428
0.879579407,0.653680433,0.295389686
0.424953712,0.605783022,0.466757466
0.185987643,0.558974509,0.543105939
0.425365255,0.441670393,0.31117718
0.389574995,0.403685268,0.442035151
0.175863648,0.424179593,0.636504505
0.373160206,0.182218956,0.521522696
0.371164106,0.449771373,0.473642112
0.145499844,0.310382082,0.398359634
0.3708992,0.324438992,0.4728372
0.565023159,0.359718307,0.53759553
0.28851743,0.179043347,0.407078914
0.402356321,0.471390419,0.736946764
0.254393018,0.390671931,0.402289822
0,0.849827255,0.619494135
0.370077142,0.366236984,0.605179976
0.376072677,0.212128804,0.544541892
0.611323501,0.420056429,0.452182312
0.421550631,0.595332427,0.633461203
0.243585198,0.585923713,0.454416979
0.386436223,0.708624685,0.501642386
0.516151232,0.681756958,0.501278457
0.363017372,0.546519601,0.268035746
0.375365106,0.719964726,0.505196251
0.348333362,0.683875402,0.401973272
0.38832454,0.390859344,0.43766131
0.441904434,0.611326873,0.423161569
0.439880546,0.597552356,0.521897224
0.314352651,0.508423969,0.395810886
0.484486125,0.636235323,0.50257443
0.350485374,0.190156714,0.450496224
0.565581289,0.596352938,0.462939636
0.237210868,0.186859855,0.353628401
0.513248615,0.455012927,0.343286302
0.400779146,0.366852542,0.429353244
0.341051919,0.366227539,0.526344564
0.629562985,0.515782167,0.723684855
0.228189902,0.363673698,0.476792894
0.188067383,0.531914317,0.342416871
0.278082184,0.28645522,0.342035461
0.547580466,0.482429571,0.480407714
0.352562632,0.735517437,0.388088809
0.479650548,0.526613847,0.491926659
0.314430308,0.077426485,0.519787827
0.364641147,0.594974751,0.44842811
0.504949537,0.393527475,0.361366328
0.434807486,0.327977457,0.438896895
0.467439248,0.501414445,0.367316291
0.349174133,0.30880195,0.315337319
0.531205077,0.560587059,0.365625364
0.412666464,0.497733334,0.414761003
0.57953903,0.29198972,0.36033343
0.446456458,0.486674725,0.487676775
0.423590943,0.608019086,0.485723312
0.525509369,0.44176488,0.451099127
0.45953368,0.780823908,0.424210785
0.241692386,0.514304085,0.460241355
0.441923148,0.29661025,0.500134192
0.382068345,0.751039284,0.440982669
0.384076324,0.479814211,0.302968473
0.27472927,0.507369846,0.275819649
0.448898841,0.437052478,0.448048616
0.294505334,0.463906539,0.356856661
0.524473221,0.349976539,0.435569088
0.444465152,0.334189861,0.335262562
0.210959658,0.357934589,0.402850058
0.262282362,0.281329166,0.471050215
0.23790827,0.325624209,0.589729635
0.156152151,0.279832324,0.315078291
0.113627878,0.418082501,0.304890199
0.18705082,0.167895624,0.503740492
0.623556982,0.325065653,0.497498975
0.145481074,0.686316639,0.626026601
0.234502966,0.497959862,0.426473435
0.377474897,0.777612016,0.458157309
0.223720694,0.479488193,0.354133271
0.250869744,0.138694887,0.451094468
0.435007741,0.34629994,0.641090334
0.419259331,0.379139101,0.449568321
0.394293067,0.597598642,0.487868358
0.408737884,0.435867863,0.330584572
0.606018466,0.575019661,0.493927903
0.508572417,0.403967561,0.653712613
0.377403378,0.589600756,0.37797649
0.359573596,0.585491455,0.450830238
0.415743456,0.409715562,0.386593631
0.417065231,0.170196005,0.440125518
0.1465128,0.431558434,0.317766343
0.231213989,0.42564149,0.368441392
0.501560872,0.42574576,0.428497419
0.433360607,0.349566717,0.584429802
0.356155102,0.372801267,0.412976967
0.354658802,0.441785879,0.489428301
0.402836247,0.430865734,0.42168417
0.309060291,0.513071696,0.390332695
0.310644318,0.354491508,0.717103741
0.17655677,0.507021683,0.368323406
0.282204416,0.554229258,0.389888341
0.484895544,0.666963891,0.512639372
0.445156548,0.455066882,0.333131069
0.391272214,0.58187725,0.477039345
0.4866567,0.452457108,0.360698084
0.715189221,0.505868619,0.1183403
0.368707074,0.612042098,0.407730068
0.459180649,0.287061953,0.405857706
0.3991164,0.313204254,0.531393536
0.290522207,0.469589426,0.381303501
0.35281332,0.408330026,0.728363752
0.49775383,0.445506071,0.473835976
0.226828975,0.544643093,0.449325747
0.346063066,0.427066713,0.407564532
0.239469867,0.366459459,0.406073381
0.413291551,0.232096222,0.419822593
0.777329997,0.496135537,0.494824161
0.267032003,0.492087008,0.435869731
0.318457746,0.271779182,0.583899577
0.597981159,0.355230063,0.429192935
0.160902175,0.425526992,0.442914828
0.333327843,0.324328116,0.404936431
0.430503894,0.386647013,0.642681675
0.463595973,0.487626291,0.536735102
0.311491609,0.414099566,0.462486901
0.302387312,0.320961169,0.468386348
0.297851396,0.393987563,0.454513766
0.298701938,0.532560346,0.311220984
0.405771446,0.536891404,0.38876674
0.556287404,0.682846204,0.467164242
0.416903978,0.31700244,0.558268419
0.246690725,0.488225931,0.440465997
0.368875095,0.39617984,0.4844571
0.288890933,0.388397881,0.353383706
0.417136401,0.485913341,0.760450211
0.55928231,0.513207916,0.611683474
0.364684978,0.429006226,0.551766202
0.22019299,0.327765734,0.654315678
0.413402155,0.725002286,0.502274327
0.165996602,0.397406278,0.433209388
0.140612291,0.187188906,0.449298945
0.431452714,0.209768726,0.535046702
0.279035417,0.375833795,0.496544056
0.425865338,0.540855793,0.361378951
0.292392325,0.422550763,0.550882476
0.413221724,0.148693365,0.326615865
0.280642537,0.670568143,0.342250343
0.47256143,0.155189058,0.374210922
0.397005697,0.518725769,0.560012222
0.279813943,0.420072354,0.351499507
0.180624007,0.449610096,0.385768928
0.426480238,0.370176892,0.307528187
0.297939455,0.525546563,0.337245265
0.542895292,0.345814275,0.679641809
0.565017402,0.113079253,0.716506156
0.416227297,0.65764016,0.594095707
0.291023368,0.42385873,0.646603907
0.432189086,0.238799148,0.237971091
0.482291859,0.487278476,0.486593448
0.39656849,0.172950215,0.222682069
0.476919702,0.493212465,0.495817245
0.405252401,0.462663707,0.426784392
0.542399655,0.242664136,0.512407312
0.391352974,0.343429132,0.604288211
0.383459433,0.609740041,0.512480419
0.502142494,0.513946602,0.538250099
0.422481169,0.528605502,0.395022009
0.466035021,0.421822247,0.474663658
0.480458388,0.760313238,0.51847151
0.15589998,0.382578433,0.4147472
0.528525394,0.43124227,0.48092544
0.356159548,0.276977457,0.552238464
0.293687175,0.42322729,0.480724662
0.344896786,0.414086831,0.455139253
0.462217195,0.486233588,0.619396722
0.436296122,0.245789683,0.336554027
0.401062168,0.349275608,0.399664252
0.243483918,0.421045182,0.47976669
0.296444598,0.508318346,0.283764983
0.433235769,0.522008304,0.496191231
0.241261532,0.255390038,0.475564072
0.331720342,0.734201043,0.663147314
0.418429924,0.471975147,0.421630233
0.312963074,0.342474631,0.375670651
0.176008394,0.334573825,0.478049267
0.176969451,0.398979076,0.482149546
0.205686309,0.858327069,0.555583378
0.490493256,0.413593065,0.322778108
0.341820591,0.301064973,0.439811174
0.573302877,0.49432573,0.062033522
0.553579153,0.492201146,0.362726952
0.536072772,0.265904673,0.332772305
0.079538644,0.330827353,0.484823171
