ESM1b_AVE_91,ESM1b_AVE_497,ESM1b_AVE_315
0.647986251,0.693193844,0.088801501
0.52228292,0.702726727,0.280894358
0.661900145,0.757808496,0.19506674
0.6412496,0.685022806,0.19711249
0.655642707,0.703266528,0.117335283
0.540493488,0.641389667,0.161405534
0.615038371,0.658365983,0.083683706
0.585443919,0.622340949,0.141048423
0.501381504,0.630791062,0.189078334
0.177546484,0.763115772,0.10612548
0.599863072,0.587427307,0.061738883
0.64746865,0.632045592,0.12056686
0.587883199,0.695363359,0.025676738
0.70735834,0.67681399,0.221613509
0.629314089,0.693538155,0.096658303
0.631316576,0.686183216,0.165944227
0.515255748,0.632738549,0.211193773
0.430380317,0.654890707,0.376385921
0.613734264,0.700508604,0.122458466
0.603815756,0.704812829,0.091823841
0.695248553,0.631950267,0.152085079
0.520295711,0.658923215,0.31140111
0.65549675,0.736019882,0.166782854
0.742017242,0.741256176,0.145067092
0.606275393,0.700309138,0.152094435
0.655170047,0.638123395,0.211343402
0.680889621,0.768288035,0.113048537
0.564501509,0.794977837,0.283175019
0.663974915,0.627811841,0.184334679
0.619991619,0.676184497,0.109615675
0.613577723,0.697674312,0.033320641
0.684329167,0.627491536,0.098369885
0.621277644,0.728951295,0.105508269
0.512741631,0.632579578,0.206491357
0.534608474,0.566986075,0.140521899
0.479376302,0.690228702,0.274925775
0.631048203,0.655179271,0.033889977
0.655350113,0.648982495,0.177430864
0.581804881,0.614912036,0.253640359
0.49648111,0.661926314,0.25114391
0.460566792,0.762754757,0.309647024
0.536333282,0.680506718,0.061752789
0.654607836,0.643158863,0.206314036
0.551328034,0.783906618,0.313388414
0.610926872,0.6532195,0.254751458
0.601729457,0.650474175,0.159951664
0.588937099,0.650389104,0.194900127
0.51509058,0.788409786,0.237015487
0.708050798,0.646076138,0.234448893
0.729180125,0.704032575,0.208810332
0.691240094,0.589168002,0.144107486
0.6761966,0.642938858,0.284778159
0.674983604,0.663242925,0.21535487
0.549554386,0.658939685,0.286100908
0.392698091,0.312081977,0.421659328
0.731223341,0.905301625,0.476662446
0.207093638,0.311893004,0.306305756
0.576501024,0.469607109,0.498528712
0.346292718,0.484536173,0.520600994
0.32829722,0.397355937,0.452038515
0.331838046,0.405751832,0.438471236
0.446966445,0.672991323,0.323832421
0.456820717,0.934460558,0.430476898
0.704459556,0.907020305,0.494330536
0.343326679,0.473195349,0.45247845
0.34651741,0.573269899,0.423246492
0.3967856,0.540992999,0.458647166
0.434710585,0.568419367,0.406891544
0.306617859,0.446066229,0.439314138
0.341236364,0.407621039,0.462057097
0.388176509,0.519963768,0.476647507
0.215101267,0.825040125,0.496896366
0.367597831,0.5805347,0.394279434
0.241801447,0.600855972,0.508743438
0.383337315,0.449022614,0.487285381
0.316090748,0.485092732,0.394583676
0.341578098,0.511028429,0.388580891
0.382571265,0.485020138,0.477703656
0.378544159,0.387792375,0.525077806
0.579910774,0.65453487,0.234410442
0.338588699,0.459919906,0.445322472
0.6479181,0.455208794,0.566679605
0.522952849,0.75211218,0.558350742
0.88344458,0.66752531,0.262012925
0.620412353,0.892415214,0.288239585
0.095883334,0.524219063,0.31274878
0.308071274,0.495529975,0.133335093
0.123641615,0.450508682,0.473156201
0.149183857,0.472551915,0.611313437
0.712069278,0.818387003,0.184900064
0.259361828,0.563903991,0.425333121
0.334802228,0.420154733,0.448311561
0.144621373,0.248407727,1
0.810835527,0.84267346,0.379179337
0.272824695,0.624693999,0.468831592
0.854122997,0.690804434,0.194094922
0.200776468,0.622966348,0.03589666
0.346358497,0.447091023,0.429931286
0.682770224,0.736330921,0.220361538
