Class,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_C_ptt,ES_N3_A_z3,AC[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_pbs,AC[1]_CHOQUET[D;0.75;AO2;0.5]_C_scm,MIC_V_N_scv,MIC_CHOQUET[A;-0.75;AO2;0.0]_U_cdch,ES_N2_U_z3,AC[2]_GOWAWA[0.4;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_scm,AC[3]_CHOQUET[D;0.5;AO2;0.5]_F_eps,AC[4]_P3_F_pbs,AC[2]_MN_H_bi,AC[3]_MX_A_z1,MIC_GOWAWA[0.1;0;W-OWA;0.1;0.6;2;W-OWA;0.1;0.2]_P_bi,AC[1]_GOWAWA[0.4;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_C_khh,AC[1]_AM_C_hwhh,MIC_GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_C_eps,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_N_ptt,GV[2]_CHOQUET[D;-0.75;AO1;0.9]_B_pah,GV[1]_GOWAWA[1.0;1;AO2-OWA;1.0;0.0;1;NONE;0.0;0.0]_U_gcp1,GV[1]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_khh,GV[1]_CHOQUET[D;-0.75;AO2;0.0]_C_isa,GV[2]_CHOQUET[D;-0.75;AO1;0.9]_B_mw,GV[3]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_C_gcp1,GV[3]_HM_B_eps,MIC_GOWAWA[0.1;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_T_khh,GV[2]_GOWAWA[0.7;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_B_isa,CHOQUET[D;0.5;AO2;0.9]_C_pbs,MIC_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_C_eps,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;1;S-OWA;1.0;0.0]_P_scv,GV[3]_N2_T_z3,GV[3]_GOWAWA[0.4;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_scv,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_C_scv,MIC_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_C_z3,GV[3]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_H_gcp1,GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_N_pie,TS[2]_CHOQUET[A;0.75;AO1;0.9]_T_pie,TS[1]_CHOQUET[D;-0.25;AO2;0.6]_C_scm,ES_TIC_U_hwhh,ES_N2_N_ptt,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_F_hwhh,GOWAWA[0.3;2;S-OWA;0.6;0.0;2;W-OWA;0.9;1.0]_N_gcp1,TS[1]_P2_C_bi,TS[1]_MX_U_gcp2,TS[3]_CHOQUET[D;-0.25;AO2;0.8]_C_gcp1,TS[2]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_N_cch,MIC_RA_T_cdch,GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_R_gcp2,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;1;S-OWA;1.0;0.0]_T_khh,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.7;0.8]_D_pah,MIC_CHOQUET[D;0.5;AO1;0.9]_T_cch,CHOQUET[A;-0.25;AO2;0.8]_C_mw,GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_H_pah,GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_A_mw,GV[2]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_T_pie,GV[7]_HM_H_isa,AC[2]_CHOQUET[D;0.25;AO2;0.5]_F_scv,CHOQUET[A;-0.75;AO2;0.6]_F_khh,ES_N3_T_kh,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.4;0.5]_A_cdch,AC[3]_GOWAWA[0.2;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_T_pie,TS[7]_HM_T_pie,GV[1]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_pie,CHOQUET[D;-0.75;AO1;0.2]_H_pah,AC[4]_AM_C_kh,GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_P_khh,AC[6]_AM_T_pie,GV[1]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_C_scv,MIC_GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_P_khh,ES_Q2_T_kh,TS[1]_N2_C_ptt,GOWAWA[0.5;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_ptt,ESM2_t30_MEAN_57,ESM2_t30_MEAN_418,ESM2_t30_MEAN_122,ESM2_t30_MEAN_214,ESM2_t30_MEAN_356,ESM2_t30_MEAN_354,ESM2_t30_MEAN_624,ESM2_t30_MEAN_244,ESM2_t33_MEAN_189,ESM2_t33_MEAN_753,ESM2_t33_MEAN_179,ESM2_t33_MEAN_201,ESM2_t33_MEAN_837,ESM2_t33_MEAN_826,ESM2_t33_MEAN_844,ESM2_t33_MEAN_784,ESM2_t33_MEAN_1076,ESM2_t33_MEAN_945,ESM2_t33_MEAN_26,ESM2_t33_MEAN_392,ESM2_t33_MEAN_800,ESM2_t33_MEAN_948,ESM2_t33_MEAN_742,ESM2_t33_MEAN_1202,ESM2_t33_MEAN_890,ESM2_t33_MEAN_924,ESM2_t33_MEAN_853,ESM2_t33_MEAN_143,ESM2_t33_MEAN_78,ESM2_t33_MEAN_529,ESM2_t33_MEAN_262,ESM2_t33_MEAN_135,ESM2_t33_MEAN_801,ESM2_t33_MEAN_710,ESM2_t33_MEAN_92,ESM2_t33_MEAN_577,ESM2_t33_MEAN_391,ESM2_t33_MEAN_419,ESM2_t33_MEAN_400,ESM2_t33_MEAN_511,ESM2_t33_MEAN_240,ESM2_t33_MEAN_647,ESM2_t33_MEAN_38,ESM2_t33_MEAN_12,ESM2_t33_MEAN_589,ESM2_t33_MEAN_187,ESM2_t33_MEAN_61,ESM2_t33_MEAN_17,ESM2_t33_MEAN_362,ESM2_t33_MEAN_1172,ESM2_t33_MEAN_1195,ESM2_t33_MEAN_1184,ESM2_t33_MEAN_9,ESM2_t33_MEAN_1190,ESM2_t33_MEAN_1055,ESM2_t33_MEAN_1140
ABP,0.08430602,-2.812073602,0.0,19144.8547,0.0,0.234497797,2.084065877,13417.39675,0.0,0.0,0.0,0.0,0.045314648,0.108592479,1.0,0.449215222,0.0,0.44135,0.0,0.0,1663.8369,5608.892768,61.47495688,0.0,0.36112125,4614.845901,0.0029704,0.447818732,0.442179356,4.246585241,3073.884737,122.9573894,0.049857311,0.0,0.0,17.82219314,203.0941673,33.21928095,0.0,0.136802784,0.0,14.92963687,53.27,23.07974011,0.0,0.0,0.0,0.332192809,0.0,0.0,144.0527562,1.237430842,43.42450385,31.39961069,430.6365,0.0,0.0,2.507238223,0.0,52.27048521,14.25410696,67.71866765,1.277738152,0.166666667,0.305448493,54.08405,3836.248193,0.417719353,-0.152696366,2.859930069,0.56420105,0.023678847,-0.160203487,0.048902668,-0.039601427,0.282877028,-4.8449E-4,0.034357265,0.242566988,0.087941647,0.01991326,0.040198069,0.066978432,0.213591695,0.083657488,-0.042667795,-0.012576252,-0.044298854,-0.085126095,0.073397614,-0.015837146,0.113599181,0.045231339,0.035150129,0.122116044,-0.018486403,0.026151782,0.03933068,-0.080991916,0.05718559,0.031292558,-0.058596421,-0.039381102,0.105176046,0.116054736,-0.022678444,0.08332248,-0.065591358,0.007327437,-0.039304923,0.04414643,-0.177863702,0.120011345,-0.069908656,-0.08280579,-0.011515661,0.146258309,0.145872936,-0.046832949,0.028212583,0.155964807,-0.146293834,-0.029586751,0.034075003,-0.022782445,0.036687266,-0.108192317
ABP,0.084382547,-2.812073602,0.0,19144.8547,0.0,0.234497797,2.084065877,12835.53672,0.0,0.0,0.0,0.0,0.045314648,0.108592479,1.0,0.432776277,0.0,0.44135,0.0,0.0,1663.8369,5608.892768,64.17913387,0.0,0.360117375,4614.845901,0.0029704,0.447818732,0.442179356,4.501554903,3161.39747,119.9026881,0.049857311,0.0,0.0,17.61179487,203.0941673,33.21928095,0.0,0.136802784,0.0,14.92963687,53.27,23.31890215,0.0,0.0,0.0,0.332192809,0.0,0.0,144.0527562,1.237430842,43.42450385,31.53343173,587.3852299,0.0,0.0,2.507238223,0.0,53.09017567,14.26507497,66.12764204,1.277738152,0.166666667,0.305448493,54.16055,3836.248193,0.417719353,-0.152696366,2.859930069,0.564392368,0.022827325,-0.148511648,0.049708527,-0.057130393,0.284376442,0.00753469,0.023857106,0.226661637,0.084035657,0.032343175,0.056382705,0.0560093,0.211048871,0.090261817,-0.024918815,-0.026632501,-0.04232762,-0.106679045,0.071205713,-0.017980242,0.116327994,0.062886231,0.029194752,0.113985516,-0.015362913,0.029647266,0.036789507,-0.090588689,0.058203083,0.020876644,-0.05297152,-0.04483502,0.101990521,0.118903473,-0.017559692,0.099879615,-0.069065049,0.016232923,-0.040573917,0.04500762,-0.191796184,0.109094813,-0.083552025,-0.073958986,-0.031253096,0.127262384,0.152520224,-0.053107437,0.012269092,0.152789026,-0.165745467,-0.026689643,0.038830206,-0.030841773,0.035259064,-0.122164324
ABP,0.09136542,-2.812073602,0.0,23316.86424,0.0,0.234497797,2.084065877,13417.39675,0.0,0.0,0.0,0.0,0.045314648,0.228989816,1.0,0.459336631,0.0,0.44135,0.0,0.0,857.6579,5608.892768,64.17913387,0.0,0.362297636,4614.845901,1.72E-4,0.052076038,0.442179356,4.5419147,3161.39747,122.9919443,0.052076038,0.0,0.0,17.9839938,214.1607233,33.21928095,0.0,0.136802784,0.0,17.83281085,53.27,23.40916341,0.0,0.0,0.0,0.332192809,0.0,0.0,151.1799699,1.233292111,43.42450385,32.80440892,430.6365,0.0,0.0,2.507238223,0.0,53.54610258,14.53192203,69.03162273,1.288354942,0.166666667,0.305448493,55.60895,3945.465223,0.417719353,-0.152696366,2.782804341,0.534479181,0.020456105,-0.136117414,-0.009466794,0.052113391,0.246564895,0.074760869,0.044893894,0.280227214,0.098847903,-0.020046342,0.054832824,0.070874825,0.172725543,0.101667121,-0.064297386,-0.008214689,-0.019601122,-0.083779529,0.116947353,-0.004611943,0.144458771,0.032755114,0.072335593,0.112348378,-0.0393789,0.043035295,0.036753893,-0.067980208,0.101392701,0.032293271,-0.058688473,-0.067526035,0.098966084,0.093814962,-0.018083364,0.080775082,-0.06447196,0.004726404,-0.064535879,0.038518094,-0.215742871,0.105201818,-0.058398731,-0.087356009,-0.043793704,0.186180711,0.173655614,-0.054660689,0.024251973,0.152886689,-0.129024833,-0.039451055,0.010257005,-0.019952679,-0.002364713,-0.09728723
ABP,0.197994192,-2.872842603,0.0,20859.72565,0.0,0.0,0.0,8113.173864,0.0,0.0,-22.9272,18.6036,0.049380439,0.165567218,0.75,0.438410182,0.0,0.0,0.0,0.0,3524.739297,0.0,70.58015754,65039.32033,0.418366112,0.0,0.043624586,0.45184325,0.476983155,5.301612024,7886.321392,120.3840124,0.45184325,7.53922443,0.0,16.6741431,215.7191848,0.0,0.0,0.0,0.0,11.60754281,0.0,29.34476653,0.0,0.040063901,0.0,0.447169385,0.0,0.0,136.0789682,0.577501764,37.22638127,31.70682645,2091.028445,0.0,0.0,2.632362191,0.0,82.12552048,14.65657219,78.50876507,1.27440011,0.285714286,0.170983066,69.8333,17297.10709,0.446921222,-0.302345679,3.301181607,0.782841114,0.073480688,-0.049524613,0.137594819,-0.052097235,0.268387079,-0.096494652,-0.079104513,0.093754001,0.13565591,-0.001016652,-0.071634151,0.009619778,0.065753147,0.033474971,-0.056108207,0.043832261,-0.136756435,-0.029357146,0.106763542,0.007508078,0.100665629,0.01104964,0.021138053,0.202244803,-0.025836496,-0.132697344,0.052332625,-0.020876829,0.114690959,0.055460926,-0.055935569,-0.025183642,-0.002776573,0.10114187,-0.055389006,0.01688084,-0.116895236,0.021363288,0.004380455,-0.017145503,-0.095790528,0.078582503,0.03229614,-0.14201656,-0.035265643,0.114075966,-0.015776888,-0.046255015,-0.005536634,0.144765899,-0.055242978,-0.134371221,0.032023609,0.116816245,-0.062012911,-0.12010102
ABP,0.126745616,-2.619468243,0.0,0.0,0.01795334,0.219748493,1.673069671,0.0,0.0,0.0,-33.5052,17.5561,0.053070241,0.0,0.0,0.357804025,0.059049,0.0,0.0,0.0,0.0,0.0,69.50403912,0.0,0.369249041,0.0,0.010792851,0.331734954,0.476983155,4.996589611,6694.17966,119.1995082,0.048690549,7.927762419,0.378049726,15.32206349,148.1480462,32.05374781,2.015968593,0.125003203,4.43933426,7.893630344,0.0,27.1393895,0.069159012,0.040063901,21.77422094,0.314493784,0.0,0.371292704,130.432606,0.585876228,36.80322051,30.35636196,1509.104057,0.0,0.044012021,2.103078675,0.0,72.98941839,14.0958736,42.06538849,1.333594752,0.142857143,0.153488986,51.5738,0.0,0.4805781,-0.222345679,2.32,0.731225565,0.054217111,-0.130766302,0.126562193,-0.031395242,0.289499819,-0.167333111,-0.085750639,0.189358875,0.082554847,-0.040801357,-0.077347383,0.006900009,0.045962032,0.05051659,-0.030719059,0.013444661,-0.131556839,-0.001660068,0.064811841,-0.010609791,0.095743917,0.020264549,-0.045427114,0.174578086,0.004313032,-0.154519528,-0.012877462,-0.011519378,0.133505493,0.04123611,-0.051729172,-0.029121911,-0.053723395,0.068119131,-0.09082216,0.034729183,-0.185455725,0.061976049,0.073056497,-0.064019464,-0.133141398,0.062725499,0.051511798,-0.078999728,-0.044942658,0.090134852,-0.070799202,-0.057361841,-0.018379644,0.148654312,-0.035218969,-0.106773086,0.067870393,0.207877129,-0.090102337,-0.185465768
ABP,0.281278956,-2.14739121,0.0,21285.69385,0.0,0.0,0.0,25928.72136,0.0,0.0,-27.06,0.0,0.051638712,0.259057648,3.0,0.522266395,0.0,0.0,0.0,0.0,5166.9219,0.0,75.43602321,0.0,0.503266049,0.0,0.128947888,0.523740882,0.346733448,5.324723928,8394.411912,15.52484504,0.052246663,0.0,0.0,20.06945477,233.023942,0.0,0.0,0.0,0.0,14.35296485,0.0,29.12141038,0.0,0.169653673,0.0,0.523882466,0.0,0.0,143.3981403,0.358975631,34.42937382,57.37573808,0.0,0.0,0.0,2.142168482,0.0,95.71831151,0.0,88.06214306,1.265172199,0.666666667,0.130341548,115.7776,21261.11147,0.359107204,1.277777778,3.211977584,0.85590524,0.015994221,-0.050359916,0.085124604,-0.037051763,0.206552818,0.01644652,-0.076534972,0.239499688,0.183926597,-0.006080348,-0.057008449,0.069773272,0.072246037,0.02493629,-0.075908445,-0.022475909,-0.136159524,-0.038427312,0.141047776,-0.058822729,0.135140941,-0.026426924,-0.012686733,0.151844457,-0.126028195,-0.053156141,-0.035804745,-0.050156876,0.06237869,9.41257E-4,-0.044932857,-0.035075158,0.086065397,0.084654935,-0.033044219,0.032900717,-0.088552982,0.00302961,0.046490766,-0.059881359,-0.142831564,0.040045697,-0.076083161,-0.089320831,-0.082801446,0.070785776,0.105366737,-0.084708199,0.056439877,0.1794447,-0.117920779,-0.035742622,-0.026236372,0.035695314,0.043418802,-0.168891951
ABP,0.126546946,-2.468181299,0.0,0.0,0.0,0.206908425,0.90655236,15515.00563,0.0,0.0,0.0,19.7136,0.05,0.0,0.0,0.505411312,0.0,0.485145459,0.0,0.0,0.0,14686.55393,13.8585816,62221.32247,0.492489752,10442.88186,6.99E-5,0.05161576,0.5,4.353197379,3293.400072,121.7278583,0.05161576,0.0,0.0,16.7824703,170.408384,43.01955001,0.0,0.115069975,0.0,14.92,49.11,23.20132837,0.0,0.138345833,102.8527364,0.528320834,0.0,0.0,149.5822654,0.2368059,33.24884728,27.57987056,0.0,0.0,0.0,2.733901303,0.0,58.56762908,13.82389636,48.92014905,1.3,0.125,0.183494791,57.6713,0.0,0.474102099,-0.300305071,2.328261154,0.653180724,0.147398025,-0.030217653,0.121574454,-0.098705173,0.123033226,0.051034629,-0.01568084,0.214528412,0.078668118,-0.124896988,0.133612305,0.106818631,-0.094689511,0.132186219,-0.007316921,0.051022939,-0.117702886,-0.074753948,0.116437405,-0.035251975,0.230863199,-0.053696167,0.05677022,0.091773361,-0.172788069,-0.083929718,0.036914773,-0.077186488,0.239589453,0.02981112,-0.07156615,-0.060316615,0.056905717,0.023817733,0.008857621,0.064206854,-0.112861261,0.018277612,0.043855332,-0.037174411,-0.343209743,-0.021909563,-0.060599279,0.019228768,-0.210769638,0.169005081,0.083503179,-0.062736832,0.042053055,0.175507128,-0.098885477,0.09474685,-0.091785252,0.06651023,-0.057926282,-0.167409301
ABP,0.167530456,-2.478773625,0.0,20849.30121,0.0,0.0,0.0,16576.28739,0.0,0.0,-9.955,19.7136,0.052832083,0.579537193,3.272727273,0.356728011,0.0,0.0,0.0,0.0,6391.425081,0.0,59.39014377,67281.17763,0.35703728,0.0,0.099701403,0.319444693,0.453604421,6.179644908,6996.874692,164.8930972,0.050572506,77.23698165,0.0,17.44098336,237.8345005,0.0,0.0,0.0,0.0,10.17200079,0.0,27.34343434,0.0,0.072659915,0.0,0.298746875,0.0,0.0,130.3496889,0.3931425,53.01486056,39.54910526,1509.104057,0.0,0.0,2.64183326,0.0,78.77191653,16.1895364,62.83647732,1.251554691,0.25,0.221750672,67.99336667,4013.733835,0.457875658,1.110096237,4.364951317,0.773327617,0.00402724,-0.072486542,0.008062861,-0.046559237,0.090671837,0.067435503,-0.017918885,0.238780066,0.198155493,0.021209687,-0.076442748,0.038544159,-0.040489107,-0.109644532,0.002863111,-0.069328278,-0.102803729,0.025970802,0.17858097,-0.025013339,-0.008084747,-0.061488993,-0.08589422,0.247184604,-0.124998435,-0.184620366,0.003351164,0.055330597,0.089270264,0.080512539,0.011246972,0.025429424,0.113908812,0.123800948,-0.04101133,-0.034072187,-0.114030704,-0.044509381,0.079722017,-0.199976534,-0.0448744,0.093144678,0.041004982,-0.143669412,0.030017456,0.072028741,-0.068908066,-0.094464406,0.06017261,0.184546217,-0.102165237,0.022262733,-0.057835519,0.017726954,0.062728293,-0.051070973
ABP,0.17537932,0.0,0.0,21359.2794,0.0,0.0,0.0,16576.28739,0.0,0.0,0.0,0.0,0.052626434,0.645643727,3.272727273,0.452987395,0.0,0.57245,0.0,0.0,5774.200951,10830.47579,59.39014377,47318.5443,0.456690579,9108.385573,0.080593441,0.439495697,0.453604421,5.958803109,6996.874692,164.914838,0.051751322,6.701565937,0.0,17.47879309,244.2569223,0.0,0.0,0.0,0.0,12.5590127,0.0,27.37360849,0.0,0.0,31.78074276,0.430827083,0.0,0.0,133.8872221,0.348965432,0.0,38.64748715,1509.104057,0.0,0.0,2.64183326,0.0,77.00961801,15.6919141,58.47715082,1.23,0.25,0.206211417,65.9026,4022.732124,0.467833119,1.110096237,4.313328181,0.770019577,0.009666871,-0.036033571,0.137833953,-0.084727749,0.028293267,0.136006147,-0.058389749,0.484327495,0.095573723,0.04885482,-0.010649162,0.050135832,-0.194581866,0.038797919,-9.59456E-4,-0.100710332,-0.170881972,0.066535234,0.185370386,-0.086114109,0.019647572,-0.171906561,-0.022270646,0.111048833,-0.130340606,-0.011139235,-0.02688773,0.03080041,0.159078494,0.12957567,-0.054832004,-0.068510912,0.006330051,0.14733763,-0.194140285,0.024636287,-0.227630258,0.060742833,0.112540774,-0.076194331,-0.039609075,0.061889004,-0.069793276,-0.040098295,0.020694491,0.106370233,-0.060004335,-0.097609982,-0.055216409,0.259248525,-0.052443646,-0.005346832,0.150311619,0.167598814,0.012641086,-0.122771524
ABP,0.17537932,-1.768571032,0.0,21359.2794,0.0,0.0,0.0,16576.28739,0.0,0.0,-27.06,0.0,0.052832083,0.645643727,3.272727273,0.452987395,0.0,0.57245,0.0,0.0,5774.200951,10830.47579,59.39014377,47318.5443,0.443543609,9108.385573,0.080593441,0.439495697,0.453604421,5.960233824,6996.874692,164.914838,0.051751322,6.701565937,0.0,17.53722581,244.2569223,0.0,0.0,0.0,0.0,12.5590127,0.0,27.37360849,0.0,0.1836769,29.35031446,0.430827083,0.0,0.0,133.8872221,0.374129485,26.27495191,38.65858664,1811.770009,0.0,0.0,2.64183326,0.0,77.19434718,15.79550995,58.54134525,1.257396986,0.25,0.210092931,66.35926667,4022.732124,0.438867221,1.110096237,4.313328181,0.770019577,0.024736308,-0.046397403,0.130479246,-0.143619761,0.085822456,0.037292525,-0.103745118,0.400541633,0.107742473,0.04409961,-0.042632014,0.043074697,-0.104763553,0.025041625,-0.003220828,-0.123542897,-0.168179214,0.052657835,0.128055468,-0.075791158,0.021642167,-0.130662307,-0.021156168,0.118079267,-0.123276256,-0.050110407,-0.015124613,0.005744691,0.099862039,0.132346317,-0.056813177,-0.082421362,0.011282097,0.144947708,-0.168407962,0.05596,-0.201755852,0.041563474,0.071584418,-0.057464443,-0.073915862,0.083570436,-0.060668807,-0.074381843,0.004961482,0.092916489,-0.012208167,-0.089803562,-0.033238143,0.211308479,-0.069173209,-0.004591448,0.129340738,0.15437001,0.030623656,-0.092469737
ABP,0.17537932,-2.372625934,0.0,21359.2794,0.0,0.0,0.0,16576.28739,0.0,0.0,-27.06,0.0,0.05,0.645643727,3.272727273,0.452987395,0.0,0.51895,0.0,0.0,5774.200951,8327.207875,59.39014377,47318.5443,0.443543609,7201.789184,0.080593441,0.439495697,0.453604421,6.131348664,6996.874692,164.914838,0.051751322,6.701565937,0.0,17.57157529,244.2569223,0.0,0.0,0.0,0.0,12.5590127,0.0,27.37360849,0.0,0.211631745,27.48273364,0.430827083,0.0,0.0,133.8872221,0.374129485,30.16590542,38.67758183,1811.770009,0.0,0.0,2.64183326,0.0,77.98171757,15.79550995,60.05562786,1.257396986,0.25,0.210092931,67.32766667,4022.732124,0.438867221,1.110096237,4.313328181,0.770019577,0.031264968,-0.052731805,0.085860007,-0.103422046,0.084708236,0.024810363,-0.097940564,0.320591122,0.129487753,0.044094812,-0.034828544,0.04359616,-0.053007573,0.006104124,0.008133357,-0.118669294,-0.15559426,0.030252934,0.117962107,-0.034358602,0.016518313,-0.10214746,-0.024620604,0.151511148,-0.137426525,-0.08092992,-0.008718152,-0.012510228,0.081252463,0.124939784,-0.024148684,-0.05578512,0.058268905,0.123707756,-0.134730667,0.064312153,-0.161171913,0.018397391,0.071129218,-0.065696187,-0.080679469,0.070442051,-0.050658651,-0.097361468,-6.06893E-4,0.090006471,0.005947062,-0.077782124,-0.005278871,0.180157825,-0.096616313,-0.019534882,0.092471674,0.115930103,0.032417223,-0.105283543
ABP,0.167530456,-2.677829908,0.0,20849.30121,0.0,0.0,0.0,16576.28739,0.0,0.0,0.0,19.7136,0.052626434,0.579537193,3.272727273,0.356728011,0.0,0.47045,0.0,0.0,6391.425081,6402.524904,59.39014377,67281.17763,0.358276696,5694.287647,0.099701403,0.319444693,0.453604421,6.282154647,6996.874692,164.8930972,0.050572506,6.701565937,0.0,17.44092025,237.8345005,0.0,0.0,0.0,0.0,10.17200079,0.0,27.34343434,0.0,0.072659915,0.0,0.298746875,0.0,0.0,130.3496889,0.370532729,53.88968268,39.56583828,1509.104057,0.0,0.0,2.64183326,0.0,78.7800557,16.19315636,62.8906076,1.23,0.25,0.206211417,68.0034,4013.733835,0.467833119,1.110096237,4.364951317,0.773327617,0.06218645,-0.118462682,-0.019627865,0.004474626,0.114819825,0.139404207,-0.079298399,0.259555548,0.21129173,5.09946E-4,-0.071514159,0.108071968,-0.119918965,-0.201387495,0.008366742,-0.063193187,-0.136801168,0.04051359,0.182900593,-0.043038249,0.022260753,-0.110594831,-0.051406495,0.193384096,-0.154479921,-0.256409049,-0.095403075,0.004051386,0.186023399,0.028642965,0.088066339,0.082438439,0.126275063,0.106851034,-0.030106191,0.023908801,-0.089502566,-0.085986197,0.157132119,-0.29623872,0.003582488,0.047755342,0.05169424,-0.118511721,0.042954888,0.100371979,-0.205311999,-0.031415656,0.028505003,0.245900393,-0.066615343,0.035655133,-0.094452143,0.069568172,0.014219116,-0.115711175
ABP,0.17537932,-2.65793627,0.0,21359.2794,0.0,0.0,0.0,16576.28739,0.0,0.0,-27.06,19.7136,0.052626434,0.645643727,3.272727273,0.452987395,0.0,0.47045,0.0,0.0,5774.200951,6402.524904,59.39014377,67281.17763,0.443543609,5694.287647,0.080593441,0.439495697,0.453604421,6.299707217,6996.874692,164.914838,0.051751322,6.701565937,0.0,17.75261306,244.2569223,0.0,0.0,0.0,0.0,12.5590127,0.0,27.37360849,0.0,0.072659915,0.0,0.430827083,0.0,0.0,133.8872221,0.374129485,53.88968268,39.59056301,1811.770009,0.0,0.0,2.64183326,0.0,79.25714688,16.31962145,63.03068387,1.257396986,0.25,0.210092931,69.61906667,4022.732124,0.438867221,1.110096237,4.313328181,0.770019577,0.056848876,-0.07922323,0.0014232,-0.034606714,0.125364915,0.088349067,-0.09879303,0.231671259,0.186995,0.014956418,-0.066872843,0.075284064,-0.020910811,-0.115001246,-0.019507755,-0.085204557,-0.15152958,0.028709665,0.148206607,-0.01947353,0.00765556,-0.037803352,-0.047626019,0.197894573,-0.135054857,-0.181366131,-0.062296774,-0.012483768,0.104886666,0.043286771,0.040336825,0.056980457,0.13286446,0.121023022,-0.04377,0.044912469,-0.07520093,-0.052854836,0.086985469,-0.183707505,-0.076557696,0.069197595,0.03284049,-0.099388085,-0.007044672,0.091987327,-0.071454369,-0.052612405,0.050596714,0.205737591,-0.062097207,-0.002697422,-0.061664611,0.03769131,0.040734213,-0.10147652
ABP,0.19463723,-2.447218806,0.0,21160.09072,0.0,0.0,0.0,17349.15895,0.0,0.0,-27.06,18.6036,0.052832083,0.705543938,4.909090909,0.353570048,0.0,0.0,0.0,0.0,7867.99959,0.0,60.12926522,0.0,0.346462806,0.0,0.176051111,0.319224213,0.389975,7.080244707,7340.429082,165.5839242,0.050352026,68.73138347,0.0,18.03076762,263.6429793,0.0,0.0,0.0,0.0,11.11918462,0.0,28.69328545,0.0,0.138345833,0.0,0.298746875,0.0,0.0,130.4946673,0.411806092,52.43676085,46.92060472,1698.237177,0.0,0.0,2.531418991,0.0,82.3078449,17.28135476,84.36576625,1.25323427,0.5,0.205870274,71.67086667,23010.31497,0.385516715,1.07828693,4.958064138,0.79637364,0.043961495,-0.137969285,-0.035387132,-0.011288937,0.112010628,0.092608005,-0.111293882,0.283497036,0.176702559,0.003073265,-0.119279608,0.064362198,-0.135267675,-0.139339119,0.002962964,-0.107066095,-0.1535099,0.063552558,0.185855195,-0.073339969,-0.019729588,-0.109636903,-0.094916366,0.170380473,-0.173487887,-0.195306942,-0.069872253,-0.005169525,0.12123096,0.051633075,0.029267674,0.041438222,0.117852382,0.129561201,-0.096448265,0.029773962,-0.095592521,-0.063840061,0.103157699,-0.234359711,-0.02214436,0.116508901,0.058105301,-0.150277615,-0.013934123,0.112830549,-0.106512688,-0.067324325,0.057695478,0.202484906,-0.065540999,-0.0198639,-0.065937966,0.007805023,0.017026458,-0.084192216
