Class,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_C_ptt,ES_N3_A_z3,AC[2]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_pbs,AC[1]_CHOQUET[D;0.75;AO2;0.5]_C_scm,MIC_V_N_scv,MIC_CHOQUET[A;-0.75;AO2;0.0]_U_cdch,ES_N2_U_z3,AC[2]_GOWAWA[0.4;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_scm,AC[3]_CHOQUET[D;0.5;AO2;0.5]_F_eps,AC[4]_P3_F_pbs,AC[2]_MN_H_bi,AC[3]_MX_A_z1,MIC_GOWAWA[0.1;0;W-OWA;0.1;0.6;2;W-OWA;0.1;0.2]_P_bi,AC[1]_GOWAWA[0.4;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_C_khh,AC[1]_AM_C_hwhh,MIC_GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_C_eps,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_N_ptt,GV[2]_CHOQUET[D;-0.75;AO1;0.9]_B_pah,GV[1]_GOWAWA[1.0;1;AO2-OWA;1.0;0.0;1;NONE;0.0;0.0]_U_gcp1,GV[1]_GOWAWA[0.9;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_U_khh,GV[1]_CHOQUET[D;-0.75;AO2;0.0]_C_isa,GV[2]_CHOQUET[D;-0.75;AO1;0.9]_B_mw,GV[3]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_C_gcp1,GV[3]_HM_B_eps,MIC_GOWAWA[0.1;1;S-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_T_khh,GV[2]_GOWAWA[0.7;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_B_isa,CHOQUET[D;0.5;AO2;0.9]_C_pbs,MIC_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_C_eps,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;1;S-OWA;1.0;0.0]_P_scv,GV[3]_N2_T_z3,GV[3]_GOWAWA[0.4;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_scv,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.3;0.4]_C_scv,MIC_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_C_z3,GV[3]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_H_gcp1,GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_N_pie,TS[2]_CHOQUET[A;0.75;AO1;0.9]_T_pie,TS[1]_CHOQUET[D;-0.25;AO2;0.6]_C_scm,ES_TIC_U_hwhh,ES_N2_N_ptt,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_F_hwhh,GOWAWA[0.3;2;S-OWA;0.6;0.0;2;W-OWA;0.9;1.0]_N_gcp1,TS[1]_P2_C_bi,TS[1]_MX_U_gcp2,TS[3]_CHOQUET[D;-0.25;AO2;0.8]_C_gcp1,TS[2]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_N_cch,MIC_RA_T_cdch,GOWAWA[0.5;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_R_gcp2,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;1;S-OWA;1.0;0.0]_T_khh,GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.7;0.8]_D_pah,MIC_CHOQUET[D;0.5;AO1;0.9]_T_cch,CHOQUET[A;-0.25;AO2;0.8]_C_mw,GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_H_pah,GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_A_mw,GV[2]_GOWAWA[0.1;2;ES2-OWA;0.9;0.0;2;W-OWA;0.2;0.3]_T_pie,GV[7]_HM_H_isa,AC[2]_CHOQUET[D;0.25;AO2;0.5]_F_scv,CHOQUET[A;-0.75;AO2;0.6]_F_khh,ES_N3_T_kh,MIC_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.4;0.5]_A_cdch,AC[3]_GOWAWA[0.2;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_T_pie,TS[7]_HM_T_pie,GV[1]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_T_pie,CHOQUET[D;-0.75;AO1;0.2]_H_pah,AC[4]_AM_C_kh,GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_P_khh,AC[6]_AM_T_pie,GV[1]_GOWAWA[0.2;2;ES2-OWA;0.9;0.0;2;W-OWA;0.4;0.6]_C_scv,MIC_GOWAWA[0.1;0;AO1-OWA;1.0;0.0;2;S-OWA;0.8;0.1]_P_khh,ES_Q2_T_kh,TS[1]_N2_C_ptt,GOWAWA[0.5;1;ES1-OWA;0.7;0.0;1;ES2-OWA;0.9;0.0]_C_ptt,ESM2_t30_MEAN_57,ESM2_t30_MEAN_418,ESM2_t30_MEAN_122,ESM2_t30_MEAN_214,ESM2_t30_MEAN_356,ESM2_t30_MEAN_354,ESM2_t30_MEAN_624,ESM2_t30_MEAN_244,ESM2_t33_MEAN_189,ESM2_t33_MEAN_753,ESM2_t33_MEAN_179,ESM2_t33_MEAN_201,ESM2_t33_MEAN_837,ESM2_t33_MEAN_826,ESM2_t33_MEAN_844,ESM2_t33_MEAN_784,ESM2_t33_MEAN_1076,ESM2_t33_MEAN_945,ESM2_t33_MEAN_26,ESM2_t33_MEAN_392,ESM2_t33_MEAN_800,ESM2_t33_MEAN_948,ESM2_t33_MEAN_742,ESM2_t33_MEAN_1202,ESM2_t33_MEAN_890,ESM2_t33_MEAN_924,ESM2_t33_MEAN_853,ESM2_t33_MEAN_143,ESM2_t33_MEAN_78,ESM2_t33_MEAN_529,ESM2_t33_MEAN_262,ESM2_t33_MEAN_135,ESM2_t33_MEAN_801,ESM2_t33_MEAN_710,ESM2_t33_MEAN_92,ESM2_t33_MEAN_577,ESM2_t33_MEAN_391,ESM2_t33_MEAN_419,ESM2_t33_MEAN_400,ESM2_t33_MEAN_511,ESM2_t33_MEAN_240,ESM2_t33_MEAN_647,ESM2_t33_MEAN_38,ESM2_t33_MEAN_12,ESM2_t33_MEAN_589,ESM2_t33_MEAN_187,ESM2_t33_MEAN_61,ESM2_t33_MEAN_17,ESM2_t33_MEAN_362,ESM2_t33_MEAN_1172,ESM2_t33_MEAN_1195,ESM2_t33_MEAN_1184,ESM2_t33_MEAN_9,ESM2_t33_MEAN_1190,ESM2_t33_MEAN_1055,ESM2_t33_MEAN_1140
NoNABP,0.035328622,5.288162188,0.622140743,11737.70963,0.014908417,0.374797629,2.761428525,0.0,203039.4961,0.578664703,0.0,3.0378,0.02726602,0.039576244,0.692307692,0.319977424,0.071087857,0.0,411.5650589,1.088937986,2488.570633,0.0,56.20037305,0.0,0.321074391,0.0,0.002178793,0.045998469,0.271953923,4.007211961,2988.794502,116.7411527,0.045998469,6.719787186,0.256844799,14.58646609,182.1568271,53.30296891,2.895167416,0.476226947,4.076705985,6.957010852,30.24,21.20172398,0.059049,0.062536797,20.37976104,0.271953923,0.030957268,0.477126289,117.2955967,1.332925786,116.4842537,23.16847609,923.5517143,6532.188098,0.147027637,2.02684055,0.271953923,43.25466035,12.18139956,63.84460298,1.345145586,0.1,0.609874318,39.163025,16150.73284,0.283856741,-0.040123457,2.71529004,0.53464213,-0.153357789,-0.15249227,-0.042022552,-0.064104363,0.212568775,-0.026356485,0.038862728,0.13281849,-0.028822983,0.065544471,0.051917132,0.099800564,0.149577558,0.108335517,0.023800163,-0.114712141,-0.051932201,-0.011996963,0.008832809,0.014886701,0.013586935,0.032842528,-0.028127884,0.010312435,-0.047282144,-0.029251479,0.015809385,9.65661E-4,-0.038099851,0.04759305,-0.060019039,0.067510717,0.106958255,0.145983666,-0.032702234,0.066478543,0.003072125,0.016505653,-0.00945816,-0.025635593,-0.147320032,0.124336421,-0.071246728,-0.020869317,0.078683004,0.049483694,0.034548014,-0.071413301,0.090102807,0.029500892,-0.147647217,0.073701791,0.138929665,-0.084820479,0.102674998,-0.153663442
NoNABP,0.027911423,3.772021148,0.819749379,0.0,0.014464293,0.367754291,6.002434297,7263.22272,114692.2846,0.0,-27.06,6.2001,0.342589344,0.0,0.0,0.147700871,0.474114257,0.465103829,312.1316258,0.732150379,0.0,6551.196822,0.0,0.0,0.276438271,7295.283596,4.06E-5,0.143627272,0.33858812,2.217023237,0.0,4.348008726,0.143627272,62.67244006,0.278131342,12.86411305,137.5699848,140.8814489,3.070649305,0.22594634,4.40861185,10.27062218,53.27,12.4794438,0.66616679,0.045528989,15.82069074,0.33858812,0.265410649,0.362094989,117.2904565,1.396739451,117.8252109,29.58030987,161.8173745,5656.427082,0.030827656,-1.62816103,0.33858812,35.45747637,11.42402781,30.24891236,1.393205661,0.0,0.607124886,35.16646957,0.0,0.325152298,0.009797454,1.966748586,0.492871624,-0.067897797,0.062458042,-0.027715303,0.095050506,0.018648077,0.13761358,0.083090194,0.141967967,-0.007370277,0.122661814,0.140183702,0.114937522,0.274273157,0.158319443,0.10603229,-0.002366065,0.001796274,-0.145807564,-0.05059398,0.043212663,-0.09847603,0.062935278,0.123083673,0.007151221,0.028853325,0.031738814,0.007526936,-0.038720295,0.009951852,0.018037589,-0.054062173,0.064167731,0.032533899,0.161211446,0.016769275,0.079469107,-0.048656862,0.052659348,-0.070299692,0.086301312,-0.249159217,0.223990083,0.049174577,0.05991995,0.050293777,0.00985867,0.112284154,0.004678383,0.106543951,0.114293896,-0.109995067,0.030616799,0.159339771,0.017777912,0.058503103,-0.021307847
NoNABP,0.110765204,4.60527102,0.0,21999.56774,0.010628215,0.234497797,4.282823708,11606.4744,0.0,0.5888,-27.2568,0.0,0.219040747,0.376379656,1.421052632,0.384402986,0.036753935,0.4387,309.4701027,1.279812541,1966.425996,7440.15243,9.39861587,55740.03381,0.261882426,2793.257885,0.004131855,0.403052337,0.216096405,4.679466049,4475.966362,8.586793638,0.403052337,4.38389959,0.313335438,15.9198678,230.0141823,86.4385619,1.882517595,0.0,11.87877874,15.20627107,106.54,22.32020206,0.040837705,0.086591881,72.62912513,0.216096405,0.313695592,0.338108841,134.9522004,1.390336812,116.3933179,17.67991738,281.2929286,0.0,0.028599972,2.617513655,0.216096405,54.54892382,14.03034489,45.765644,1.354648681,0.125,0.605197896,49.33408571,2575.158287,0.222151237,-0.107920759,3.947163539,0.662011726,-0.018956542,-0.110046625,0.075692296,-0.106992982,0.155117616,-0.035294861,-1.56E-5,0.234844878,0.029067237,0.040821936,0.073239163,0.066077851,0.087015137,0.122793607,-0.011633118,-0.074837036,-0.004944013,-0.02366454,0.039787959,-0.041308813,0.006518904,0.014791123,0.022630362,0.02006655,-0.051066365,0.011029387,0.036497172,0.004402054,0.028938055,0.032476973,-0.060492672,0.029939456,0.089891903,0.086382382,0.011286839,0.043918729,-0.07171803,0.0840775,-0.045235779,-0.00798994,-0.269970506,0.084341876,-0.035918154,-0.042425293,0.010115263,0.051419228,0.110303752,-0.065885961,0.118245363,0.111929022,-0.104277924,-0.023757886,0.092327677,-0.080380343,0.076378591,-0.136105463
NoNABP,0.025482321,3.787394088,0.0,0.0,0.0,0.0,1.197632068,0.0,0.0,0.0,-9.955,11.9436,0.375375791,0.0,0.0,0.214337008,0.0,0.534226516,0.0,0.0,0.0,11200.59445,6.410676425,57377.1847,0.354164461,13677.21859,2.77E-4,0.035199211,0.367067243,3.572338137,2722.208262,5.29084665,0.035199211,3.205338213,0.0,12.81014452,130.8673122,108.0964047,0.0,0.056537941,0.0,5.5,30.24,18.0749238,0.0,0.017692405,56.22513558,0.367067243,0.014686336,0.0,108.1397306,1.340239485,118.3551302,21.94716792,923.5517143,0.0,0.014544078,2.707225522,0.367067243,38.2263829,12.18764118,35.85777184,1.386654912,0.0,0.62946984,37.78676316,0.0,0.357611985,-0.044567901,2.351510153,0.52032989,0.127786249,-0.111222915,0.063283049,-0.089012094,0.055849861,-0.066141985,-0.025540194,0.189060614,-0.078954846,-0.028126767,0.121982187,0.031945437,0.141932636,0.038865063,0.020507876,-0.006356989,-0.064003281,-0.013289989,-0.005153742,0.032511387,-0.132820219,0.033417419,0.095527761,0.042451613,-2.74057E-4,-0.083365031,-0.055090029,0.087402254,0.0841778,0.019245345,-0.035954133,0.029853962,0.022728033,0.091652393,-0.082205057,0.094324507,-0.037141062,0.014653808,0.091194734,0.003805882,-0.051707864,0.052609488,0.016492309,0.009406755,0.023051037,0.082732752,0.067154266,0.050788905,-0.008978848,0.061590388,-0.034851864,-0.00820849,0.049748249,0.210619077,-0.038664423,0.029261891
NoNABP,0.024711953,3.540715212,0.795233882,0.0,0.0,0.289397312,2.908230272,7138.167322,130117.6209,0.777282974,0.0,19.7136,0.284838365,0.0,0.0,0.114832899,0.0,0.438583005,332.4181881,0.901350852,0.0,9896.562279,0.0,66837.94508,0.271618447,8640.003515,2.22E-5,0.102564517,0.266067655,2.919590628,0.0,4.030067886,0.01617928,3.033127422,0.0,12.38778267,123.0515401,140.8814489,0.0,0.22594634,0.0,5.097332636,60.48,10.53624481,0.0,0.103415009,26.21238746,0.266067655,0.265410649,0.217518197,100.929184,1.409767778,124.3419704,17.3348143,1502.693679,3594.294276,0.026132909,2.125362813,0.266067655,38.24691403,12.01501767,34.49251423,1.363415417,0.0,0.634281205,36.46863043,0.0,0.278841909,-0.012345679,1.671944975,0.451780156,0.150804341,-0.100317739,0.083818898,-0.025282819,0.019805882,0.05638808,0.067564651,0.128477052,-0.059257343,0.122209221,0.187185779,0.047301646,0.174848065,0.111843921,0.064030156,0.003165953,-0.125945568,-0.075661086,-0.07482449,0.050169278,-0.043494675,0.024486873,0.146572709,0.03363787,0.012723936,-0.077634551,-0.084679626,-0.098822594,0.101273134,0.008795859,-0.173475131,-0.056257553,0.05342767,0.126271516,-0.093334258,0.162502587,-0.030649811,-0.051810149,-0.073175184,0.046597093,-0.190084428,0.160578892,-0.051726356,0.01848034,-0.054057278,0.104266807,0.065608978,0.02638601,-0.049230799,0.0422091,-0.105737261,-0.006696387,0.16440025,0.160000235,-0.056016091,-0.037544336
NoNABP,0.0,-3.91028893,0.76731323,0.0,0.0,0.201089595,2.485209245,0.0,112546.6201,0.0,-13.019,19.7136,0.216227171,0.0,0.0,0.1,0.0,0.534521769,330.5298516,1.075672982,0.0,9333.348243,0.0,61254.53147,0.300277505,12081.78825,0.0,0.0,0.185754248,0.986283806,0.0,0.0,0.0,4.620975418,0.0,11.8903825,0.0,116.0964047,0.0,0.0,0.0,0.0,102.38,0.0,0.0,0.172989899,25.7552993,0.185754248,0.269573393,0.300679075,0.0,1.394179878,120.5824795,17.06888349,969.4135253,904.8457646,0.022266071,0.0,0.185754248,34.47501913,11.73719723,35.13778575,1.340799043,0.0,0.656490228,34.53130526,0.0,0.282034315,0.0,0.0,0.0,0.136488423,-0.132084236,0.137368411,-0.085936077,0.169412881,-0.195499182,0.206964448,0.165165633,0.043507822,-0.065626785,0.046706051,-0.032069381,0.100732513,-0.003104223,-0.019420471,-0.052728724,-0.018280493,0.010383434,0.077215008,-0.052255753,0.049448613,-0.087723479,0.105101891,0.012871657,0.001062436,0.038609643,0.057660647,0.056795582,0.286053151,-0.012785343,-0.011286248,-0.010416639,-0.0233989,-0.046670079,-0.006041348,0.014918682,-0.039279439,0.060635276,0.011401711,-0.112502776,-0.160595238,0.011779063,0.035750534,0.130829275,-0.064274564,0.077570215,-0.053487286,0.0230661,0.00849678,0.061406687,-0.092530705,0.044888709,-0.096262455,0.164388403,-0.062016152,-0.053219929
NoNABP,0.073507219,-3.041138823,0.0,0.0,0.0,0.382102253,3.888226763,7694.2,192269.7014,0.0,-10.951,19.7136,0.047662518,0.0,0.0,0.298430706,0.0,0.44135,363.7785608,1.292218939,0.0,5608.892768,7.594988078,67281.17763,0.362960997,4681.096546,0.001230316,0.288382506,0.430827083,2.006369946,2829.193424,87.53445919,0.03458345,57.44771601,0.0,13.33267473,143.754007,75.05865003,0.0,0.219195338,0.0,5.037181752,53.27,18.20471349,0.0,0.095697964,18.83727857,0.430827083,0.022869115,0.356231772,121.762699,1.397688207,118.762814,16.80259677,2107.740937,0.0,0.041954236,2.299480955,0.430827083,41.83902055,12.43329619,38.45993561,1.383404699,0.0,0.599745155,40.488425,0.0,0.406673669,-0.031697424,2.160833173,0.580170486,0.163629353,-0.034413226,0.011279414,-0.017061569,0.135666475,0.062311564,-0.022401433,0.085171238,0.008596556,0.095967911,0.158803701,0.054774575,0.163903445,0.080037355,0.08883854,-0.007050928,-0.095323466,-0.091684915,-0.0659118,0.010375252,-0.0329284,0.016176337,0.007828054,0.003094115,0.008107329,-0.068986408,-0.045730781,-0.10461735,-0.030537328,0.004454492,-0.067864485,0.049972247,0.116878249,0.207625881,-0.006463783,0.108890086,0.040751271,-0.012929184,-0.049055327,0.032475941,-0.270398736,0.059509031,-0.050447334,0.0328824,-0.049993031,-3.9461E-4,-0.014938001,0.009217029,0.068424754,0.046362873,-0.081541978,0.124667697,0.136293098,-0.044973589,0.036191482,-0.167139351
NoNABP,0.04837851,4.525075796,0.50238432,6683.124319,0.009443618,0.353137045,10.65632391,6519.030343,0.0,0.525687476,-33.5052,19.7136,0.045196751,0.02464005,-0.06,0.26152879,0.49313372,0.44135,340.1482703,1.161500031,641.5015183,5608.892768,0.0,67281.17763,0.248269736,4492.555504,6.91E-4,0.256451398,0.180786143,4.620168145,0.0,5.633795306,0.256451398,46.56041298,0.57236611,13.90255119,176.4540266,122.2114327,5.442346352,0.248868008,10.50214334,9.482137593,160.13,15.09046519,0.493046721,0.067225087,17.60835402,0.180786143,0.013932682,0.412181299,123.0949079,1.337862321,117.6641204,21.95838739,1216.638051,9190.983653,0.060401953,-1.240843889,0.180786143,40.43018685,11.22878264,38.56781882,1.341542957,0.0,0.59584241,35.30614,1500.541349,0.209574618,0.015672556,3.040559159,0.557915036,0.087599993,0.012995613,-0.03459955,0.107564814,0.095971145,0.237442985,-0.001750224,0.093621731,-0.020342041,0.026475973,0.076757543,0.080439515,0.102574736,0.059593067,-0.019717334,-0.046721965,-0.053660043,0.044319682,-0.073606655,0.055297054,-0.03326248,-0.031726908,0.063436486,-0.046833266,-0.006069073,-0.031917363,0.023120217,-0.032814436,0.091618054,-0.007105406,0.100129798,0.038601466,-0.026943132,0.079086848,0.008024929,0.064865932,0.082301997,-0.028654033,-0.03192661,-0.031554688,-0.024436049,0.03667609,0.050527878,0.024180133,0.054645587,-0.018342061,-0.116672248,0.008780746,0.019540617,-0.001322943,0.015878405,0.089537829,0.030078141,0.069370486,-0.078960761,0.070675321
NoNABP,0.0,4.015768031,0.417440978,0.0,0.019088631,0.360964047,7.362486516,0.0,0.0,0.0,0.0,3.2818,0.34234248,0.0,0.0,0.1,0.087762787,0.0,318.1154948,0.595595,0.0,0.0,0.0,0.0,0.351102557,0.0,0.0,0.0,0.332192809,1.97260615,0.0,0.0,0.0,81.16617167,0.309401249,11.70716505,0.0,33.21928095,2.814177903,0.136802784,4.113600002,0.0,213.4,0.0,0.0729,0.086591881,21.00768646,0.332192809,0.032366418,0.271552434,0.0,1.381418645,118.9492042,17.46033084,2915.451,10772.85368,0.087919239,-1.951975003,0.332192809,31.88503625,11.46124894,27.70514268,1.333214971,0.0,0.610466687,33.601975,0.0,0.342583062,0.0625,0.0,0.0,0.073205598,-0.055334009,0.008660123,0.0357504,0.050809234,0.103923433,0.130671188,0.107355572,0.025571933,-0.021927709,0.147493407,0.13405624,0.1712773,0.167805031,0.087312669,-0.10567607,-0.13354753,-0.09605217,-0.131113276,0.002859774,-0.012081958,0.039734412,0.05576114,0.011549245,0.085235529,0.013881235,0.0359178,-0.062047005,-0.059100695,-0.035659868,-0.131338954,-0.001768935,0.113168597,0.173626274,-0.062748447,0.127710745,-0.015537322,-0.057964589,-0.155392155,0.06130302,-0.378335059,0.152061999,-0.082275063,0.033661075,0.014558923,0.075687237,0.065046005,0.054061282,0.06866914,-0.001845121,-0.068382844,0.164661363,0.157742217,-0.01855552,0.072033145,-0.087982073
NoNABP,0.0,-4.076077166,0.801510256,0.0,0.0,0.124941146,1.390947109,0.0,168492.9112,0.0,0.0,11.9436,0.216766076,0.0,0.0,0.1,0.0,0.503309851,358.6240433,0.41990544,0.0,7838.402477,0.0,58407.9404,0.309791754,9392.401244,0.0,0.0,0.191040104,1.111087697,0.0,0.0,0.0,4.690025964,0.0,11.89114314,0.0,110.0391,0.0,0.058842189,0.0,0.0,49.11,0.0,0.0,0.188721876,56.84921151,0.191040104,0.37590781,0.356231772,0.0,1.334877707,118.960841,17.3413982,969.4135253,2443.095523,0.029528319,0.0,0.191040104,34.60356758,11.75740708,34.94496948,1.354830955,0.0,0.608900055,34.66883333,0.0,0.264829196,0.0,0.0,0.0,0.164034978,-0.087025627,0.145272285,-0.08505442,0.174772948,-0.174301073,0.221025348,0.157994196,0.028249573,-0.021720555,0.077514648,0.012352971,0.142991066,0.001818622,0.00832629,-0.044023246,-0.006001212,-0.009196892,0.027702762,-0.043566845,0.063713044,-0.057243519,0.1566827,1.09257E-4,-0.046952482,0.026128247,0.049416538,0.039430767,0.243057355,-0.040682934,0.01369692,0.010322493,-0.045961898,-0.053936478,-0.039650068,0.10505005,-0.070138454,0.045820452,0.029046228,-0.039763797,-0.121258959,0.017782571,0.005210324,0.108517051,-0.036136728,0.061692398,-0.020451106,0.040714577,-0.024196684,0.058552038,-0.174613595,-0.037874106,-0.043082945,0.150458008,-0.058253132,-0.068395682
NoNABP,0.065456652,-2.19404957,0.0,13642.22071,0.022393998,0.206908425,2.284426026,6723.69309,0.0,0.0,-16.0035,11.0556,0.044206908,0.057587806,0.818181818,0.418759055,0.695445103,0.0,0.0,0.0,2812.421197,0.0,58.15971031,0.0,0.427130752,0.0,0.011958656,0.05161576,0.430827083,4.923317978,4333.689207,11.061846,0.05161576,102.9450064,0.613553479,15.4823327,177.6579403,37.01955001,2.344624013,0.0,4.54380348,6.573757351,53.27,25.7310435,0.969159012,0.072659915,0.0,0.430827083,0.0,0.356231772,121.8643724,1.419947279,119.7368761,14.88092977,589.9519173,0.0,0.0,2.187236975,0.430827083,49.18710034,12.20944509,57.60304297,1.392592151,0.125,0.648982148,45.00546667,3357.049024,0.416342677,-0.161076102,3.035786554,0.602106571,-0.036151953,-0.06275107,-0.061934453,-0.100642435,0.128781408,-0.047238365,0.007738983,0.21111618,0.08360891,0.036082957,0.043062966,0.107675605,0.044980615,-0.042883009,-0.021386161,-0.057299882,-0.035764564,-0.011063201,0.031324029,-0.028837722,-0.053321898,0.013472907,-0.040793344,0.123623006,-0.112593681,-0.022149701,-0.009989817,0.014743768,-0.05504211,-0.049268167,-0.055191293,0.072779417,0.058369391,0.100172028,0.073437214,-0.024144918,-0.019301459,-0.023023706,0.055096984,-0.063953087,-0.164715633,0.077455387,0.044385895,-0.042989176,-0.03153415,-0.010578716,-0.035460822,0.003497464,0.192212909,0.133353382,-0.068528742,-0.008241928,0.056745715,-0.032993507,0.121217653,-0.060299408
NoNABP,0.032139248,-4.171234922,0.766757907,0.0,0.004330589,0.289397312,6.050576541,8040.463937,166972.7945,0.681839263,-27.06,11.9436,0.185630303,0.0,0.0,0.276534036,0.034938313,0.0,363.2185777,0.741783006,0.0,0.0,0.0,63937.38316,0.253223817,0.0,9.54E-4,0.042092087,0.167516586,4.22053115,0.0,80.63176199,0.042092087,60.62327219,0.436984851,14.00962136,136.5258295,140.8814489,4.576042102,0.167516586,10.44175596,5.5,53.27,15.05018556,0.48138106,0.129983202,0.0,0.167516586,0.267816054,0.483806399,113.8470172,1.336206729,116.7719281,33.40208842,280.553426,680.6244174,0.073044505,2.23673189,0.167516586,38.81505432,12.00546475,31.03776609,1.349291793,0.04,0.603646585,38.81116522,0.0,0.21067859,-0.092599521,3.035786554,0.543313952,0.215729952,-7.90804E-4,0.126344666,-0.061866276,0.394942313,-0.263964385,0.138714284,0.097936839,-0.046727736,0.031206882,0.165384516,-0.063396528,0.034398004,-0.054771919,-0.090097919,-0.074237823,-0.064111792,0.108335413,0.136245102,-0.034437124,0.055276331,-0.087000236,-0.050223522,-0.063765518,0.138502568,-0.071090974,-0.026276613,0.030930178,0.222146198,0.044630937,-0.021987602,-0.081931099,-0.076458625,-0.004232731,-0.118989944,-0.167184398,-0.060052872,0.094527178,-0.072870649,-0.021519084,0.10811536,-0.065502331,0.204035982,-0.073408946,-0.070442498,0.033562016,-0.249447584,-0.078716531,0.041984625,-0.019551761,0.095505334,0.031171009,0.092911147,0.128421828,-0.149345532,0.116172686
NoNABP,0.0,-3.677293521,0.76861584,0.0,0.0,0.0,3.355634267,0.0,120508.238,0.0,0.0,19.7136,0.219978276,0.0,0.0,0.1,0.0,0.503633087,359.521792,0.4203216,0.0,9098.640535,0.0,61691.8271,0.290998393,10155.93388,0.0,0.0,0.196676607,1.048411441,0.0,0.0,0.0,5.17733796,0.0,11.95165751,0.0,104.041925,0.0,0.061342062,0.0,0.0,46.04,0.0,0.0,0.211182322,65.62975421,0.196676607,0.019525993,0.314471176,0.0,1.335565166,123.6389341,17.29117892,1077.54279,1050.030059,0.025587977,0.0,0.196676607,34.94191215,11.85072668,35.38454428,1.354211435,0.0,0.627112744,35.12957647,0.0,0.23586962,0.0,0.0,0.0,0.224070489,-0.125395715,0.117101163,-0.053086516,0.188948214,-0.148924753,0.187475413,0.151566386,-0.021069974,-0.037162896,0.060768876,-0.015237574,0.097447045,0.008295167,-0.001507059,-0.057255518,-0.066039644,-0.013857854,0.043455604,-0.004307684,0.012698904,-0.038111661,0.135179505,0.005658981,-0.039600167,-0.030404573,0.058761127,0.016909068,0.298973829,-0.052419104,-0.0220982,0.029912919,-0.033054989,-0.013166312,-0.053458266,0.123816185,-0.041230388,0.083576806,0.038820177,-0.067730896,-0.121225901,0.053307794,0.050852764,0.083813384,-0.025616206,0.083709389,-0.027094146,0.023887318,-0.009424346,0.057277028,-0.17473492,-0.046094231,-0.040217571,0.160802707,-0.095041648,-0.076340169
